route,file,methods,stateChanging,csrfTokenValidated,authCheckDetected,serviceRoleKey,corsHeaders,fetchUsed,returnsSessionObject,flags
/api/admin/analytics,app/api/admin/analytics/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/beta-requests,app/api/admin/beta-requests/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/beta/feedback,app/api/admin/beta/feedback/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/beta/requests,app/api/admin/beta/requests/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/beta/stats,app/api/admin/beta/stats/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/beta/users,app/api/admin/beta/users/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/dashboard/stats,app/api/admin/dashboard/stats/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/feature-usage,app/api/admin/feature-usage/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/admin/feedback/[id],app/api/admin/feedback/[id]/route.ts,DELETE|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/admin/feedback,app/api/admin/feedback/route.ts,GET,false,false,true,false,false,false,false,
/api/admin/feedback/status,app/api/admin/feedback/status/route.ts,PATCH|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/admin/health,app/api/admin/health/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/logs,app/api/admin/logs/route.ts,GET|POST,true,false,true,true,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|USES_SERVICE_ROLE_KEY
/api/admin/notifications/bulk-unsubscribe,app/api/admin/notifications/bulk-unsubscribe/route.ts,POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/admin/notifications/export,app/api/admin/notifications/export/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/admin/notifications,app/api/admin/notifications/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/notifications/stats,app/api/admin/notifications/stats/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/subscription-analytics,app/api/admin/subscription-analytics/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/users/[userId]/[action],app/api/admin/users/[userId]/[action]/route.ts,POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/admin/users/online,app/api/admin/users/online/route.ts,GET,false,false,false,false,false,false,false,
/api/admin/users,app/api/admin/users/route.ts,GET,false,false,false,false,false,false,false,
/api/analytics/track,app/api/analytics/track/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/auth/beta-signup,app/api/auth/beta-signup/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/auth/cleanup-orphaned-user,app/api/auth/cleanup-orphaned-user/route.ts,POST,true,false,true,true,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|USES_SERVICE_ROLE_KEY
/api/auth/magic-link,app/api/auth/magic-link/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/auth/magic-link/verify,app/api/auth/magic-link/verify/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/auth/mfa/enroll,app/api/auth/mfa/enroll/route.ts,GET|POST,true,true,true,false,false,false,false,
/api/auth/mfa/unenroll,app/api/auth/mfa/unenroll/route.ts,DELETE|POST,true,true,true,false,false,false,false,
/api/auth/mfa/verify,app/api/auth/mfa/verify/route.ts,POST,true,true,true,false,false,false,false,
/api/auth/password-reset,app/api/auth/password-reset/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/auth/password-reset/verify,app/api/auth/password-reset/verify/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/auth/signin,app/api/auth/signin/route.ts,POST,true,false,false,false,false,false,true,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED|RETURNS_SESSION_OBJECT
/api/auth/signout,app/api/auth/signout/route.ts,POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/auth/signup,app/api/auth/signup/route.ts,POST,true,false,false,false,false,false,true,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED|RETURNS_SESSION_OBJECT
/api/beta/feedback,app/api/beta/feedback/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/beta/feedback/vote,app/api/beta/feedback/vote/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/beta/validate,app/api/beta/validate/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/budgets,app/api/budgets/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/bulk/archive-old-data,app/api/bulk/archive-old-data/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/bulk/delete-expenses,app/api/bulk/delete-expenses/route.ts,GET|POST,true,true,true,false,false,false,false,
/api/bulk/export-by-date,app/api/bulk/export-by-date/route.ts,GET,false,false,true,false,false,false,false,
/api/calendar/[id],app/api/calendar/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/callback/google,app/api/calendar/callback/google/route.ts,GET,false,false,true,false,false,false,false,
/api/calendar/callback/outlook,app/api/calendar/callback/outlook/route.ts,GET,false,false,true,false,false,false,false,
/api/calendar/connect/apple,app/api/calendar/connect/apple/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/connect/cozi,app/api/calendar/connect/cozi/route.ts,DELETE|GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/connect/google,app/api/calendar/connect/google/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/connect/ics,app/api/calendar/connect/ics/route.ts,DELETE|GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/connect/outlook,app/api/calendar/connect/outlook/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/disconnect,app/api/calendar/disconnect/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/import/ics-file,app/api/calendar/import/ics-file/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/parse-event,app/api/calendar/parse-event/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar,app/api/calendar/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/calendar/sync,app/api/calendar/sync/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/ccpa/opt-out,app/api/ccpa/opt-out/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/chores,app/api/chores/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/cookies/preferences,app/api/cookies/preferences/route.ts,DELETE|GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/cookies,app/api/cookies/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/cron/beta-expiration-emails,app/api/cron/beta-expiration-emails/route.ts,GET,false,false,true,true,false,false,false,USES_SERVICE_ROLE_KEY
/api/cron/calendar-sync,app/api/cron/calendar-sync/route.ts,GET,false,false,true,false,false,false,false,
/api/cron/cleanup-deleted-accounts,app/api/cron/cleanup-deleted-accounts/route.ts,GET,false,false,true,false,false,false,false,
/api/cron/daily-digest,app/api/cron/daily-digest/route.ts,GET,false,false,true,false,false,false,false,
/api/cron/goal-checkin-notifications,app/api/cron/goal-checkin-notifications/route.ts,GET,false,false,true,false,false,false,false,
/api/cron/process-deletions,app/api/cron/process-deletions/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/cron/process-notifications,app/api/cron/process-notifications/route.ts,GET,false,false,true,false,false,false,false,
/api/cron/reminder-notifications,app/api/cron/reminder-notifications/route.ts,GET,false,false,true,false,false,false,false,
/api/cron/task-jobs,app/api/cron/task-jobs/route.ts,GET,false,false,true,false,false,false,false,
/api/csrf/token,app/api/csrf/token/route.ts,GET,false,false,false,false,false,false,false,
/api/expenses/[id],app/api/expenses/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/expenses,app/api/expenses/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/feedback/[id],app/api/feedback/[id]/route.ts,DELETE,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/feedback,app/api/feedback/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/geographic/detect,app/api/geographic/detect/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/geolocation,app/api/geolocation/route.ts,GET,false,false,false,false,false,true,false,FETCH_USED
/api/goals/[id],app/api/goals/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/goals,app/api/goals/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/invitations/accept,app/api/invitations/accept/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/launch/notify,app/api/launch/notify/route.ts,POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/meals/[id],app/api/meals/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/meals,app/api/meals/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/messages/[id],app/api/messages/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/messages/mark-conversation-read,app/api/messages/mark-conversation-read/route.ts,POST,true,false,true,true,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|USES_SERVICE_ROLE_KEY
/api/messages,app/api/messages/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/notifications,app/api/notifications/route.ts,DELETE|GET|PATCH|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/notifications/send-push,app/api/notifications/send-push/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/notifications/track-dismissal,app/api/notifications/track-dismissal/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/ocr/scan-receipt,app/api/ocr/scan-receipt/route.ts,OPTIONS|POST,true,false,true,false,true,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|CORS_HEADERS_PRESENT
/api/privacy/account-deletion,app/api/privacy/account-deletion/route.ts,DELETE|GET|POST,true,true,true,false,false,false,false,
/api/privacy/data-export,app/api/privacy/data-export/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/privacy/data-sharing,app/api/privacy/data-sharing/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/privacy/download-export,app/api/privacy/download-export/route.ts,GET,false,false,true,false,false,false,false,
/api/privacy/generate-export,app/api/privacy/generate-export/route.ts,POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/privacy/marketing-subscription,app/api/privacy/marketing-subscription/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/privacy/preferences,app/api/privacy/preferences/route.ts,GET|PATCH,true,false,true,false,false,true,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|FETCH_USED
/api/projects/[id],app/api/projects/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/projects,app/api/projects/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/recipes/external/apininjas/search,app/api/recipes/external/apininjas/search/route.ts,GET,false,false,true,false,false,true,false,FETCH_USED
/api/recipes/external/cuisine,app/api/recipes/external/cuisine/route.ts,GET,false,false,true,false,false,true,false,FETCH_USED
/api/recipes/external/random,app/api/recipes/external/random/route.ts,GET,false,false,true,false,false,true,false,FETCH_USED
/api/recipes/external/search,app/api/recipes/external/search/route.ts,GET,false,false,true,false,false,true,false,FETCH_USED
/api/recipes/external/spoonacular/search,app/api/recipes/external/spoonacular/search/route.ts,GET,false,false,true,false,false,true,false,FETCH_USED
/api/recipes/external/tasty/search,app/api/recipes/external/tasty/search/route.ts,GET,false,false,true,false,false,true,false,FETCH_USED
/api/recipes/parse,app/api/recipes/parse/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/reminders/[id],app/api/reminders/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/reminders,app/api/reminders/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/settings/privacy-data,app/api/settings/privacy-data/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/shopping/[id],app/api/shopping/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/shopping/[id]/sharing,app/api/shopping/[id]/sharing/route.ts,GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/shopping/generate-from-meals,app/api/shopping/generate-from-meals/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/shopping,app/api/shopping/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/shopping/share/[token],app/api/shopping/share/[token]/route.ts,GET|PATCH,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/spaces/[spaceId]/delete,app/api/spaces/[spaceId]/delete/route.ts,DELETE,true,true,true,false,false,false,false,
/api/spaces/[spaceId]/export,app/api/spaces/[spaceId]/export/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/spaces/create,app/api/spaces/create/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/spaces/invite,app/api/spaces/invite/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/spaces,app/api/spaces/route.ts,GET,false,false,true,false,false,false,false,
/api/storage/delete,app/api/storage/delete/route.ts,DELETE,true,true,true,false,false,false,false,
/api/storage/files,app/api/storage/files/route.ts,GET,false,false,true,false,false,false,false,
/api/storage/usage,app/api/storage/usage/route.ts,GET,false,false,true,false,false,false,false,
/api/stripe/billing-info,app/api/stripe/billing-info/route.ts,GET,false,false,true,false,false,false,false,
/api/stripe/create-checkout-session,app/api/stripe/create-checkout-session/route.ts,POST,true,true,true,false,false,false,false,
/api/stripe/customer-portal,app/api/stripe/customer-portal/route.ts,POST,true,true,true,false,false,false,false,
/api/stripe/invoices,app/api/stripe/invoices/route.ts,GET,false,false,true,false,false,false,false,
/api/stripe/webhook,app/api/stripe/webhook/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/subscriptions/check-upgrade,app/api/subscriptions/check-upgrade/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/subscriptions,app/api/subscriptions/route.ts,GET,false,false,true,false,false,false,false,
/api/subscriptions/usage,app/api/subscriptions/usage/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/subscriptions/warnings,app/api/subscriptions/warnings/route.ts,GET,false,false,true,false,false,false,false,
/api/tasks/[id],app/api/tasks/[id]/route.ts,DELETE|GET|PATCH,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/tasks,app/api/tasks/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/test-cookies,app/api/test-cookies/route.ts,GET,false,false,false,false,false,false,false,TEST_ENDPOINT
/api/test-sentry,app/api/test-sentry/route.ts,GET,false,false,false,false,false,false,false,TEST_ENDPOINT
/api/test/email-templates,app/api/test/email-templates/route.ts,GET|POST,true,false,false,false,false,false,false,TEST_ENDPOINT|STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/upload/avatar,app/api/upload/avatar/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/upload/recipe,app/api/upload/recipe/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/user/cancel-deletion,app/api/user/cancel-deletion/route.ts,GET|POST,true,true,true,false,false,false,false,
/api/user/export-data-csv,app/api/user/export-data-csv/route.ts,GET,false,false,true,false,false,false,false,
/api/user/export-data-pdf,app/api/user/export-data-pdf/route.ts,GET,false,false,true,false,false,false,false,
/api/user/export-data,app/api/user/export-data/route.ts,GET,false,false,true,false,false,false,false,
/api/user/privacy-settings,app/api/user/privacy-settings/route.ts,GET|PATCH,true,true,true,false,false,false,false,
/api/user/profile,app/api/user/profile/route.ts,GET|PUT,true,true,true,false,false,false,false,
/api/user/sessions/[sessionId],app/api/user/sessions/[sessionId]/route.ts,DELETE,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/user/sessions,app/api/user/sessions/route.ts,GET,false,false,true,false,false,false,false,
/api/user/track-session,app/api/user/track-session/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/weather/forecast,app/api/weather/forecast/route.ts,GET,false,false,false,false,false,true,false,FETCH_USED
/api/weather/geocode,app/api/weather/geocode/route.ts,GET,false,false,false,false,false,true,false,FETCH_USED
/api/weather/user-location,app/api/weather/user-location/route.ts,GET|POST,true,false,false,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION|STATE_CHANGE_NO_AUTH_CHECK_DETECTED
/api/webhooks/stripe,app/api/webhooks/stripe/route.ts,POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION
/api/year-in-review,app/api/year-in-review/route.ts,GET|POST,true,false,true,false,false,false,false,STATE_CHANGE_NO_CSRF_TOKEN_VALIDATION